feature,importance
catalyst_emb_737,0.00017337785189137732
solvent_1_emb_400,0.0001731346859160274
catalyst_emb_666,0.00017256625135085398
catalyst_emb_372,0.0001725511021885275
solvent_1_emb_351,0.00017159314904925842
startingmat_2_smiles_emb_317,0.00017097803704100025
catalyst_emb_701,0.00017085020685053313
catalyst_emb_453,0.0001698868711310805
catalyst_emb_633,0.0001684282893236106
catalyst_emb_370,0.00016723472043458842
startingmat_1_smiles_emb_310,0.0001656939385903791
base_emb_622,0.0001643652937298735
solvent_1_emb_526,0.0001641193025088164
solvent_1_emb_566,0.00016337752937728027
solvent_1_emb_308,0.0001629343920236641
catalyst_emb_219,0.00016269224898210474
startingmat_1_smiles_emb_706,0.0001623955860050665
solvent_1_emb_194,0.00016217991746422884
catalyst_emb_568,0.0001616500986496481
catalyst_emb_588,0.00016145368318408226
catalyst_emb_28,0.0001612224027251557
startingmat_2_smiles_emb_312,0.00015905855678024515
solvent_1_emb_150,0.00015903993694970077
catalyst_emb_74,0.00015879098652732109
startingmat_1_smiles_emb_750,0.00015845285819841655
catalyst_emb_148,0.00015747302158269997
catalyst_emb_482,0.00015728824807789308
additives_emb_126,0.00015693444694198357
catalyst_emb_402,0.00015687050140229195
catalyst_emb_708,0.00015681584751119768
catalyst_emb_17,0.00015506974824188826
catalyst_emb_87,0.000155055329746555
catalyst_emb_520,0.00015419215629409224
startingmat_2_smiles_emb_617,0.00015351775065933275
catalyst_emb_297,0.0001525300959067885
solvent_1_emb_165,0.00015242061763563486
solvent_1_emb_177,0.00015238676339828148
product_1_smiles_emb_714,0.00015225177267128058
solvent_1_emb_212,0.00015220592331745484
catalyst_emb_278,0.00015151938861060758
base_emb_167,0.00015062899781264667
catalyst_emb_712,0.0001502191423405725
additives_emb_101,0.0001496801901885763
solvent_1_emb_329,0.00014648319329300916
base_emb_589,0.00014625919514844854
solvent_1_emb_585,0.00014385420474020272
base_emb_614,0.00014347381950352255
solvent_1_emb_609,0.00014317653545954008
catalyst_emb_164,0.00014256338407438046
base_emb_241,0.00014158370576984575
startingmat_1_smiles_emb_707,0.00014149195835106137
startingmat_2_smiles_emb_316,0.00014129788101987392
solvent_1_emb_520,0.00014107143514088596
catalyst_emb_674,0.0001403613729568564
solvent_1_emb_534,0.00013869561052345358
catalyst_emb_280,0.00013817728753623312
base_emb_191,0.00013682012230742475
product_1_smiles_emb_356,0.00013485494471797587
catalyst_emb_435,0.00013483475395339602
catalyst_emb_173,0.00013394292617701509
catalyst_emb_664,0.00013268544828165093
solvent_1_emb_225,0.00013222478709798026
solvent_1_emb_576,0.00013097483507264646
solvent_1_emb_398,0.0001301959440578538
catalyst_emb_259,0.00013004221172247636
base_emb_324,0.0001298012742814558
startingmat_2_smiles_emb_300,0.00012812352890936388
base_emb_260,0.00012354068810550376
catalyst_emb_688,0.0001230080318674326
startingmat_1_smiles_emb_332,0.0001222023984406874
catalyst_emb_592,0.00012132252924742911
base_emb_233,0.00011957885335698059
product_1_smiles_emb_710,0.00011893826542622484
startingmat_2_smiles_emb_329,0.00011854877120769562
base_emb_249,0.00011718339815299654
product_1_smiles_emb_368,0.0001159134745631809
catalyst_emb_287,0.00011556528738533612
additives_emb_111,0.00011420753762293316
startingmat_1_smiles_emb_704,0.00011322681202904148
water_emb_96,0.00011001414232646937
solvent_1_emb_199,0.00010929231640384866
catalyst_emb_732,0.00010861696090199795
product_1_smiles_emb_369,0.00010679165733062143
solvent_1_emb_151,0.00010632407916608141
catalyst_emb_529,0.00010584948659840631
solvent_1_emb_186,0.00010548722190315846
base_emb_263,0.00010462454773980774
product_1_smiles_emb_379,0.00010254414396552507
solvent_1_emb_694,0.00010159688291992373
catalyst_emb_654,9.910167949357934e-05
product_1_smiles_emb_362,9.905413742788593e-05
solvent_1_emb_176,9.873199852835012e-05
base_emb_170,9.72656899174267e-05
catalyst_emb_368,9.685390426671208e-05
catalyst_emb_144,9.575049968465557e-05
water_emb_128,9.570288455226284e-05
catalyst_emb_760,9.554931052806725e-05
startingmat_1_smiles_emb_357,9.473953665502702e-05
base_emb_266,9.46955870353837e-05
catalyst_emb_678,9.441678886633018e-05
solvent_1_emb_555,9.415591030528584e-05
catalyst_emb_128,9.403304256148111e-05
catalyst_emb_253,9.380961677273188e-05
catalyst_emb_672,9.196437817022315e-05
catalyst_emb_373,9.12702445266462e-05
product_1_smiles_emb_709,9.122208139400853e-05
base_emb_172,8.977508065838145e-05
solvent_1_emb_368,8.964533246705704e-05
solvent_1_emb_716,8.915159033526747e-05
catalyst_emb_318,8.84186948076992e-05
startingmat_1_smiles_emb_341,8.665430450799235e-05
catalyst_emb_502,8.59466048139076e-05
product_1_smiles_emb_97,8.495504099294953e-05
catalyst_emb_295,8.231587181337064e-05
catalyst_emb_303,8.225389907456076e-05
catalyst_emb_586,8.192383852703993e-05
startingmat_2_smiles_emb_653,8.154034186674687e-05
startingmat_1_smiles_emb_702,8.106503080986175e-05
solvent_1_emb_162,7.906295453725429e-05
catalyst_emb_525,7.811317269052627e-05
startingmat_1_smiles_emb_383,7.553424091564832e-05
water_emb_144,7.523351664790602e-05
solvent_1_emb_319,7.505450323456249e-05
base_emb_537,7.39328197998918e-05
water_emb_136,7.362904499745273e-05
catalyst_emb_205,7.223729486429771e-05
startingmat_2_smiles_emb_656,7.032825685549601e-05
solvent_1_emb_639,6.96503074858193e-05
base_emb_608,6.903884272363572e-05
startingmat_2_smiles_emb_276,6.90287412524542e-05
additives_emb_125,6.850236266163328e-05
catalyst_emb_86,6.844459734692614e-05
startingmat_1_smiles_emb_688,6.807341851436078e-05
base_emb_531,6.711255488490197e-05
catalyst_emb_422,6.624245836267826e-05
additives_emb_94,6.602649146615168e-05
catalyst_emb_728,6.537423721907053e-05
solvent_1_emb_597,6.466310339011755e-05
catalyst_emb_648,6.451750581393148e-05
catalyst_emb_532,6.341955687875784e-05
startingmat_2_smiles_emb_315,6.154456795184107e-05
startingmat_1_smiles_emb_346,6.153024687877358e-05
catalyst_emb_258,6.144646373021552e-05
catalyst_emb_3,6.108907014825594e-05
startingmat_1_smiles_emb_342,5.9663660622279057e-05
solvent_1_emb_209,5.933651665383956e-05
catalyst_emb_40,5.907920009438726e-05
catalyst_emb_375,5.877972404942508e-05
product_1_smiles_emb_370,5.556899670327667e-05
base_emb_594,5.503104921839614e-05
catalyst_emb_163,5.416716945450657e-05
base_emb_540,5.3142153263041385e-05
base_emb_226,5.253632072559736e-05
water_emb_158,5.0732498763822054e-05
catalyst_emb_632,5.017675344876455e-05
catalyst_emb_687,4.582967452805618e-05
catalyst_emb_213,4.4852285646766945e-05
catalyst_emb_6,4.4077340233737775e-05
base_emb_582,4.3382673812144914e-05
solvent_1_emb_207,4.152723631618889e-05
base_emb_236,3.77299873523386e-05
startingmat_2_smiles_emb_288,3.610997685049576e-05
base_emb_545,3.60359876840929e-05
solvent_1_emb_577,3.3634245699521184e-05
base_emb_171,3.144040587453818e-05
solvent_1_emb_523,2.4920615582734623e-05
startingmat_2_smiles_emb_686,2.474323399234266e-05
water_emb_126,2.449390605868311e-05
solvent_1_emb_175,2.2248091454914376e-05
solvent_1_emb_601,2.054681860564015e-05
base_emb_563,1.642977800996982e-05
water_emb_176,1.624791956202137e-05
water_emb_134,1.5998756028435296e-05
additives_emb_113,1.3516888796940418e-05
solvent_1_emb_569,1.3374573133332312e-05
solvent_1_emb_184,1.1847759206477093e-05
